LotArea,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageArea,PoolArea,OverallQual,OverallCond,MSZoning,Street,Neighborhood,BldgType,HouseStyle,ExterQual,KitchenQual,GarageType,SaleCondition,SalePrice
33496,2009,1985,2581.0,2382,0,0,0,6,1190.0,0,6,1,RL,Pave,NAmes,1Fam,1.5Fin,Gd,TA,Attchd,Normal,380698
28622,2010,1989,1093.0,3487,1,1,2,6,513.0,0,3,3,RL,Pave,NAmes,1Fam,2Story,TA,Gd,Attchd,Normal,415079
36350,1994,1979,2940.0,3659,1,0,3,12,663.0,0,6,9,RL,Pave,CollgCr,1Fam,SFoyer,TA,Fa,Attchd,Partial,493777
28850,1937,1958,404.0,1181,2,1,2,8,400.0,0,10,5,RM,Pave,Somerst,1Fam,2Story,Gd,TA,Detchd,Normal,275581
28972,1931,2013,607.0,1573,3,0,4,10,364.0,0,6,6,RL,Pave,NWAmes,1Fam,1Story,Gd,Ex,Attchd,Partial,264039
30261,1910,1982,1614.0,2887,1,1,1,5,1349.0,0,9,4,RH,Pave,Gilbert,1Fam,1Story,Gd,Gd,Attchd,Normal,442812
26851,1944,2001,1540.0,2894,3,1,1,10,580.0,545,9,1,FV,Pave,Edwards,1Fam,1Story,TA,Gd,Detchd,Normal,443800
24632,1988,1963,2875.0,3193,0,1,0,12,620.0,0,2,5,C,Pave,OldTown,1Fam,1Story,TA,Ex,Detchd,Normal,411535
16805,1932,2002,1837.0,1870,1,2,7,11,827.0,0,4,5,FV,Pave,Sawyer,1Fam,2Story,Gd,Gd,Attchd,Normal,283421
11317,2001,2008,689.0,4840,2,2,0,10,246.0,0,9,5,RL,Pave,OldTown,1Fam,2Story,TA,Ex,Attchd,Normal,590403
12761,1940,1990,2949.0,2656,2,1,3,5,,0,4,6,RL,Pave,NAmes,1Fam,1Story,Gd,Gd,BuiltIn,Normal,353864
1917,1907,2017,1240.0,3080,3,0,5,4,1116.0,0,8,2,RM,Pave,Edwards,1Fam,1.5Fin,TA,Gd,BuiltIn,Normal,430539
43076,1910,2017,2103.0,4891,0,0,3,3,1291.0,0,10,1,RM,Pave,Somerst,Duplx,1Story,TA,Fa,Attchd,Normal,639666
21858,1985,1957,365.0,2659,3,1,4,10,614.0,0,3,2,FV,Pave,Somerst,1Fam,SFoyer,TA,Gd,BuiltIn,Normal,343845
4767,1950,1951,1722.0,3748,0,2,0,13,942.0,0,3,6,RM,Pave,Somerst,Duplx,SFoyer,Gd,Gd,Attchd,Normal,409910
18709,1987,1990,454.0,4231,2,0,0,3,962.0,0,9,5,RH,Pave,Sawyer,Duplx,SLvl,Gd,TA,None,Normal,526020
25552,1940,2004,103.0,4329,3,2,3,7,623.0,0,10,5,RL,Pave,Sawyer,1Fam,1.5Fin,TA,TA,Attchd,AdjLand,521259
40013,1916,1965,76.0,2127,2,0,3,6,320.0,0,8,6,C,Pave,Edwards,1Fam,1Story,Ex,Gd,Detchd,Normal,327454
27592,1975,2011,229.0,3972,2,1,3,6,855.0,0,1,7,RM,Pave,NWAmes,1Fam,2Story,Fa,TA,Detchd,Normal,402332
12838,2020,1997,1937.0,527,0,2,1,5,61.0,0,10,9,RM,Pave,NAmes,1Fam,1Story,TA,Gd,Attchd,Normal,258660
1912,1945,1979,2378.0,2485,3,0,2,7,299.0,0,2,7,RL,Pave,Somerst,Duplx,1Story,TA,Gd,Detchd,Normal,333640
9043,1931,1961,1205.0,4653,3,1,2,6,402.0,753,3,2,RM,Pave,Somerst,1Fam,2Story,TA,Gd,Attchd,Normal,523772
41855,1978,1984,892.0,2021,2,1,0,12,954.0,0,2,6,FV,Pave,Somerst,1Fam,1Story,Gd,TA,Attchd,Abnorml,301626
34996,1979,1960,1573.0,796,2,1,1,5,1326.0,0,3,9,RL,Pave,Sawyer,1Fam,SFoyer,TA,Gd,Attchd,Normal,223815
25048,1953,2013,2735.0,2681,0,2,3,10,252.0,0,8,7,RM,Pave,NWAmes,Twnhs,SLvl,Fa,TA,BuiltIn,Normal,392936
28884,1985,1999,2074.0,3902,1,2,0,7,477.0,190,6,2,RL,Pave,OldTown,1Fam,1Story,Gd,Gd,Attchd,Normal,494124
45925,1991,1970,1675.0,2796,1,1,1,12,1392.0,0,7,3,RH,Pave,NWAmes,1Fam,2Story,TA,TA,Detchd,Normal,447791
40256,1919,2018,298.0,3097,2,2,4,11,159.0,0,10,8,RL,Pave,Sawyer,1Fam,1Story,TA,Gd,Detchd,Normal,388647
20388,1932,1997,956.0,1401,1,0,5,11,960.0,768,10,9,RL,Pave,OldTown,1Fam,1.5Fin,TA,Gd,Attchd,Normal,301866
37235,1973,1969,2846.0,1598,1,1,1,11,1189.0,0,6,4,RL,Pave,CollgCr,1Fam,2Story,Gd,TA,Attchd,Normal,359637
48795,1939,2016,1114.0,2177,1,1,6,4,204.0,0,1,9,RM,Pave,Edwards,1Fam,1Story,TA,TA,Detchd,Normal,256242
19006,1931,1993,2527.0,3381,1,2,0,11,1290.0,0,3,2,RL,Pave,CollgCr,1Fam,1Story,Fa,Gd,None,Normal,449687
21963,2013,1982,2620.0,1878,2,1,7,7,1161.0,0,1,5,RM,Pave,Edwards,1Fam,1Story,Gd,TA,Attchd,Normal,300076
19455,1996,2022,2505.0,1748,1,0,2,2,1391.0,0,10,2,FV,Pave,Somerst,1Fam,SFoyer,TA,TA,Attchd,Normal,420875
39341,1901,2010,1474.0,4235,1,2,6,6,1466.0,0,9,1,FV,Pave,CollgCr,1Fam,1Story,TA,Gd,Attchd,Normal,569308
6604,1996,1958,,4741,0,2,3,11,857.0,0,9,5,RL,Pave,Sawyer,1Fam,1Story,TA,Fa,Attchd,Normal,568539
36411,1932,2017,2906.0,1764,2,1,5,7,759.0,0,5,2,RH,Pave,NAmes,1Fam,1.5Fin,TA,TA,Attchd,Normal,316857
24690,2004,1984,1698.0,2407,3,1,7,12,720.0,0,4,7,RM,Pave,OldTown,1Fam,1.5Fin,TA,Gd,Attchd,Normal,376873
8857,1976,2014,350.0,1558,3,1,4,9,1040.0,0,9,8,RL,Pave,NridgHt,1Fam,1.5Fin,Ex,Gd,Attchd,Normal,313787
33979,1929,1957,2300.0,3249,0,2,7,12,67.0,0,9,2,RL,Pave,SawyerW,1Fam,2Story,Fa,TA,Attchd,Normal,432027
46311,1932,1994,2828.0,2548,0,1,5,10,,0,3,7,RL,Pave,NAmes,1Fam,2Story,TA,Gd,Detchd,Normal,341047
37708,1976,1996,1904.0,4748,2,0,7,12,918.0,0,5,4,C,Pave,CollgCr,1Fam,2Story,Gd,Gd,None,Partial,559059
21650,2015,1989,2850.0,2976,3,1,5,4,429.0,0,3,1,RL,Pave,OldTown,1Fam,1Story,TA,Gd,Attchd,Normal,441336
7144,1925,2003,1011.0,4516,1,1,1,3,307.0,0,10,3,RL,Pave,CollgCr,1Fam,2Story,TA,TA,Detchd,Normal,542532
44786,1921,1995,2506.0,3697,0,2,0,5,,0,2,1,RM,Pave,CollgCr,1Fam,1Story,Fa,Gd,Attchd,Normal,413286
48820,2002,1996,2964.0,4053,3,1,7,9,1197.0,0,1,5,RL,Pave,Gilbert,1Fam,1Story,Fa,TA,BuiltIn,Normal,514396
4414,1965,1964,498.0,4940,2,2,7,12,411.0,0,10,8,RM,Pave,NridgHt,1Fam,SLvl,TA,Gd,Detchd,Normal,571976
22852,1937,1968,949.0,2261,1,1,0,9,96.0,0,2,1,RM,Pave,Gilbert,Duplx,1Story,Gd,Gd,BuiltIn,Normal,260924
47852,2002,1975,1994.0,720,2,0,5,4,1177.0,0,8,9,RL,Pave,Gilbert,1Fam,SLvl,Fa,TA,Attchd,Normal,324381
46412,1989,2001,2046.0,3388,0,0,3,5,1265.0,0,8,3,FV,Pave,NWAmes,1Fam,1Story,TA,TA,Attchd,Normal,516407
15897,1945,1971,507.0,2164,3,2,0,4,1327.0,0,3,5,RL,Pave,Sawyer,TwnhsE,1Story,Gd,Gd,Attchd,Partial,307824
43055,2021,1970,,4486,3,2,5,11,1308.0,0,7,9,RL,Pave,Sawyer,1Fam,2Story,Gd,Gd,Attchd,Partial,593212
48459,2013,2000,2548.0,3477,3,1,0,3,1050.0,0,7,5,RM,Pave,Gilbert,Duplx,2Story,TA,Gd,Attchd,Normal,512889
2228,1914,1987,2850.0,2371,3,1,3,5,1425.0,0,2,9,RL,Pave,Somerst,1Fam,2Story,TA,TA,Attchd,Normal,376373
2198,1997,1969,2645.0,1962,1,0,4,7,1383.0,0,9,8,RH,Pave,NWAmes,1Fam,1.5Fin,Gd,Gd,Detchd,Normal,404067
41454,2005,1978,165.0,844,1,1,6,12,1083.0,0,3,7,RL,Pave,CollgCr,1Fam,1Story,Ex,TA,Attchd,Normal,223684
48780,2018,2000,2509.0,544,2,0,5,12,201.0,0,2,1,RL,Pave,NridgHt,1Fam,SLvl,Gd,TA,Attchd,Normal,215006
15423,1943,1953,919.0,2568,1,2,2,6,761.0,0,3,4,FV,Pave,Gilbert,1Fam,1Story,TA,Gd,Attchd,Normal,346235
18279,1948,2004,113.0,2014,0,1,2,4,873.0,0,2,9,RL,Pave,NridgHt,1Fam,1.5Fin,Gd,Gd,Attchd,Normal,246769
8900,2003,2020,991.0,3098,0,2,5,3,580.0,0,8,8,RM,Pave,Edwards,1Fam,1Story,TA,Gd,Detchd,Partial,399884
25966,1974,1977,1951.0,1501,3,1,1,10,369.0,0,5,4,RL,Pave,NWAmes,TwnhsE,1.5Fin,Gd,Gd,Attchd,Normal,289891
38439,1960,1953,2254.0,1533,0,0,4,2,532.0,0,3,1,C,Pave,NridgHt,1Fam,2Story,Fa,TA,Attchd,Normal,265632
5860,1966,1971,1258.0,2540,2,2,1,10,1175.0,0,5,4,RL,Pave,CollgCr,1Fam,1Story,TA,TA,Attchd,Normal,355523
36770,2022,1994,514.0,773,1,2,6,2,1125.0,0,8,3,RL,Pave,Edwards,1Fam,SLvl,Fa,TA,Detchd,Normal,261769
18601,1905,2016,1231.0,3147,1,1,2,8,898.0,0,7,6,RL,Pave,Somerst,1Fam,1Story,TA,Gd,Attchd,Normal,391771
33807,1908,2015,708.0,2279,1,2,3,7,606.0,514,6,5,RL,Pave,CollgCr,1Fam,1Story,Gd,Fa,None,Normal,317589
6986,1905,1983,2185.0,4976,0,0,5,8,1469.0,0,1,5,RM,Pave,SawyerW,1Fam,1.5Fin,TA,Gd,Attchd,Partial,517329
9835,1972,2004,338.0,978,1,2,6,4,872.0,0,10,2,RL,Pave,Sawyer,1Fam,1Story,Gd,Gd,Detchd,Normal,252305
22864,2002,1950,2584.0,1015,3,2,7,4,1252.0,0,1,3,RL,Pave,NAmes,1Fam,1Story,Fa,TA,Attchd,Normal,290495
38759,1994,2021,67.0,4786,3,1,7,12,1148.0,0,1,6,RL,Pave,OldTown,Duplx,2Story,Gd,TA,Attchd,Normal,503527
25076,1931,1987,1596.0,1691,3,2,0,2,769.0,0,10,2,RM,Pave,NAmes,1Fam,1.5Fin,TA,Gd,Attchd,Normal,351836
33167,1940,1955,1564.0,3168,0,1,2,5,833.0,0,8,4,C,Pave,Somerst,1Fam,1Story,TA,TA,Attchd,Normal,417670
12630,2013,1974,382.0,1911,1,1,4,13,998.0,0,8,2,RL,Pave,Sawyer,1Fam,2Story,Fa,TA,Attchd,Normal,337484
23472,1975,1966,18.0,3780,0,2,2,3,937.0,0,7,9,RL,Pave,NridgHt,1Fam,2Story,TA,TA,Attchd,Normal,445288
41919,1907,2010,2730.0,771,1,0,4,11,235.0,0,6,3,RL,Pave,NWAmes,1Fam,1.5Fin,TA,Ex,Attchd,Normal,251785
2667,1971,1961,2121.0,642,2,1,4,9,161.0,0,4,6,RM,Pave,CollgCr,1Fam,SLvl,TA,TA,Attchd,Normal,193697
28692,1949,1955,572.0,3832,2,2,5,4,553.0,0,1,1,RL,Pave,Sawyer,TwnhsE,2Story,TA,TA,Detchd,Normal,376590
2562,1991,1976,2986.0,1287,0,1,4,8,787.0,387,9,3,RL,Pave,Sawyer,1Fam,2Story,Ex,TA,Detchd,AdjLand,362861
20040,1961,1957,1299.0,2181,3,0,1,8,1376.0,0,1,8,RM,Pave,Gilbert,1Fam,1Story,TA,TA,Attchd,Normal,319089
25744,1983,2014,2258.0,1122,0,0,7,13,1091.0,0,4,5,FV,Pave,OldTown,1Fam,1Story,TA,Fa,Attchd,Normal,260900
23045,1961,2006,2902.0,4341,3,1,6,10,1196.0,0,3,8,RL,Pave,CollgCr,1Fam,2Story,Ex,Gd,Attchd,Normal,548002
23189,2010,1989,1943.0,4176,1,0,3,7,,0,7,2,RM,Pave,Sawyer,1Fam,SFoyer,Fa,Ex,Attchd,Normal,543100
12674,2022,1963,650.0,3072,3,2,2,2,260.0,117,5,7,RL,Pave,Gilbert,1Fam,2Story,TA,Gd,Detchd,Normal,375314
24425,1906,1984,1645.0,3760,3,2,3,9,216.0,0,5,9,FV,Pave,Edwards,1Fam,1Story,TA,Ex,Detchd,Normal,448782
38997,1974,1997,993.0,566,1,1,6,2,1147.0,0,4,7,RL,Pave,Somerst,1Fam,1Story,TA,Gd,Attchd,Normal,195461
10848,1983,2005,2742.0,4786,2,0,0,4,804.0,347,1,3,RL,Pave,Somerst,1Fam,2Story,TA,TA,Attchd,Normal,541483
25214,1979,1998,2587.0,1640,1,2,6,12,1185.0,0,5,7,FV,Pave,NWAmes,1Fam,2Story,Ex,Gd,BuiltIn,Normal,324629
39602,1903,1962,1338.0,2814,0,2,2,6,200.0,0,4,8,RL,Pave,NWAmes,1Fam,2Story,Gd,TA,Attchd,Normal,324200
10424,1905,2010,900.0,3032,0,2,7,9,1477.0,0,10,1,RL,Pave,Sawyer,1Fam,2Story,TA,TA,Attchd,Normal,461025
38598,1957,1998,1684.0,4080,0,1,3,10,401.0,0,8,3,RL,Pave,Sawyer,1Fam,1Story,TA,Gd,,Normal,531392
25894,1921,1995,2827.0,1687,0,1,3,8,1485.0,0,2,5,C,Pave,CollgCr,1Fam,SLvl,TA,Fa,Attchd,Normal,243998
8301,1925,2011,1585.0,4971,0,2,5,10,274.0,0,8,6,RL,Pave,OldTown,1Fam,2Story,TA,Ex,Attchd,Normal,570526
39114,1902,1957,1923.0,3839,2,2,5,12,205.0,0,1,3,FV,Pave,Sawyer,1Fam,1Story,Gd,TA,BuiltIn,Abnorml,408397
8231,1940,1992,1781.0,1048,2,0,6,4,1063.0,0,4,4,RL,Pave,Somerst,1Fam,1Story,Fa,TA,Attchd,Abnorml,229747
49636,1959,1969,1136.0,4587,3,0,6,6,1296.0,0,3,5,RL,Pave,NridgHt,2FmCon,SLvl,Gd,Gd,Detchd,Normal,521650
25125,2005,1988,2217.0,572,0,0,0,11,866.0,0,5,3,RL,Pave,Sawyer,1Fam,1.5Fin,Gd,Gd,Attchd,Normal,216990
18837,1913,1998,1944.0,698,1,1,4,9,92.0,0,5,4,RL,Pave,Gilbert,Duplx,1Story,TA,Gd,Detchd,Normal,178319
36807,1974,2013,1037.0,3701,0,2,2,13,1065.0,0,5,5,RM,Pave,Somerst,1Fam,1Story,Gd,TA,BuiltIn,Normal,437651
8556,1981,2011,1738.0,2281,2,1,5,2,1488.0,0,4,2,RM,Pave,Sawyer,1Fam,1Story,Fa,TA,Attchd,Normal,342829
13016,2017,2003,287.0,1071,0,2,2,9,378.0,0,8,9,RL,Pave,NAmes,1Fam,1Story,Ex,Gd,Detchd,Normal,226197
45761,1911,1958,2236.0,1290,2,0,0,8,1130.0,0,3,8,RL,Pave,NAmes,1Fam,2Story,Ex,TA,BuiltIn,Normal,276031
3042,1986,1986,2961.0,2138,3,0,5,2,1351.0,0,4,6,RM,Pave,NAmes,TwnhsE,2Story,TA,Gd,Attchd,Normal,385667
23177,1911,1998,1590.0,2331,3,0,5,11,64.0,0,1,3,C,Pave,OldTown,1Fam,2Story,TA,Gd,Detchd,Partial,287376
48232,1912,1990,2741.0,2355,3,0,4,13,364.0,0,7,2,RM,Pave,SawyerW,1Fam,2Story,Gd,Fa,BuiltIn,Normal,402565
40581,1924,1966,1745.0,1674,2,2,2,11,820.0,0,1,7,C,Pave,Gilbert,1Fam,1Story,TA,Gd,Attchd,Normal,238035
29069,1944,1970,2935.0,4240,0,0,7,13,1047.0,0,2,8,RL,Pave,Gilbert,1Fam,1Story,TA,Fa,Attchd,Normal,503136
24822,2014,2000,2518.0,3777,0,2,2,7,,0,7,1,FV,Pave,Somerst,1Fam,1Story,TA,TA,Attchd,Normal,496820
20565,2021,2008,1098.0,678,1,2,2,2,1085.0,0,1,6,RL,Pave,NridgHt,1Fam,1Story,Ex,Fa,Attchd,Abnorml,190521
19424,1918,1988,2324.0,2744,2,1,4,3,490.0,0,3,7,RL,Pave,Somerst,1Fam,1Story,Fa,Gd,Attchd,Normal,341943
24056,1954,2004,939.0,4586,1,0,5,6,1296.0,0,6,9,C,Pave,CollgCr,Duplx,2Story,TA,Gd,Attchd,Normal,527150
28462,2009,1990,1448.0,1234,3,0,0,3,228.0,0,6,3,FV,Pave,Edwards,1Fam,1.5Fin,Gd,Ex,Attchd,Normal,279270
29795,1999,1988,570.0,1298,0,1,2,11,1043.0,563,6,2,RM,Pave,NAmes,1Fam,2Story,Ex,TA,Attchd,Normal,276093
15307,1944,1962,2904.0,1287,2,2,3,2,2.0,0,2,5,RL,Pave,NridgHt,1Fam,1.5Fin,TA,TA,,Normal,239113
43848,1907,2013,1000.0,3295,1,0,7,7,1444.0,0,2,1,RL,Pave,Edwards,Twnhs,2Story,Gd,Gd,Attchd,Normal,388244
27932,1992,1960,1205.0,4804,1,2,7,9,910.0,0,6,6,RL,Pave,Edwards,1Fam,2Story,Gd,TA,Attchd,Normal,591596
19249,2018,1968,2505.0,3584,1,1,4,9,306.0,0,10,9,FV,Pave,Edwards,1Fam,1Story,Gd,Gd,Detchd,Normal,503994
42959,1952,1960,917.0,3418,0,2,1,9,431.0,0,5,9,RL,Pave,OldTown,TwnhsE,SFoyer,TA,Gd,Attchd,Normal,390798
27756,1954,1995,1874.0,1231,0,0,0,12,135.0,0,7,7,C,Pave,Sawyer,1Fam,1Story,TA,Gd,Attchd,Normal,247240
41762,1931,1994,832.0,1629,0,2,3,7,514.0,0,7,7,RL,Pave,Edwards,1Fam,1Story,Ex,Ex,Attchd,Normal,254161
38580,1950,1950,2886.0,3946,2,2,2,12,192.0,0,5,8,C,Pave,Sawyer,1Fam,1Story,TA,Gd,Attchd,Normal,493087
2824,1943,1989,2240.0,2105,0,0,1,4,1438.0,0,8,2,FV,Pave,NWAmes,TwnhsE,SFoyer,TA,Gd,Attchd,Normal,388168
27231,1981,1968,1678.0,4278,2,0,0,2,872.0,0,10,6,RL,Grvl,NAmes,Twnhs,SFoyer,Ex,TA,Detchd,Normal,575390
37409,1969,2021,615.0,3245,1,2,4,3,1141.0,0,6,5,RL,Pave,Edwards,1Fam,2Story,TA,TA,Attchd,Normal,423614
25303,1917,2021,405.0,3670,1,2,1,6,665.0,0,5,5,C,Pave,Gilbert,1Fam,2Story,TA,Gd,BuiltIn,Normal,383588
21370,1982,2010,1749.0,3433,3,1,5,11,208.0,0,4,3,RL,Pave,Sawyer,1Fam,2Story,Fa,TA,Attchd,Normal,419942
36078,1921,1961,2990.0,1715,0,0,6,6,951.0,0,7,3,RM,Pave,Gilbert,1Fam,SFoyer,Gd,TA,Attchd,Normal,341893
8088,1936,2010,2768.0,824,1,2,1,11,1057.0,0,4,6,RM,Pave,Gilbert,Duplx,2Story,Fa,Gd,Detchd,Normal,247310
39569,1995,1982,92.0,2350,0,0,6,2,648.0,0,5,7,RL,Pave,SawyerW,TwnhsE,SLvl,TA,TA,Detchd,Normal,292900
28290,1955,1994,,1990,2,1,7,2,1341.0,0,5,1,C,Pave,Edwards,1Fam,1Story,TA,TA,Detchd,AdjLand,361174
26789,2004,2018,653.0,1393,1,2,3,10,119.0,0,1,3,RL,Pave,NWAmes,1Fam,1Story,TA,TA,BuiltIn,Normal,212231
29678,1958,1957,433.0,1890,0,2,0,3,626.0,0,1,1,FV,Pave,NridgHt,1Fam,1.5Fin,Ex,TA,Attchd,Normal,218367
30210,1902,1974,1135.0,3889,1,2,3,8,524.0,0,3,3,RL,Pave,Gilbert,1Fam,1Story,Fa,TA,BuiltIn,Abnorml,383186
16985,1927,1995,374.0,4739,1,0,3,11,768.0,0,3,5,RM,Pave,NAmes,1Fam,SLvl,TA,Gd,Attchd,AdjLand,491290
45982,1973,1979,1066.0,4979,0,1,2,5,1112.0,0,2,9,RL,Pave,CollgCr,1Fam,2Story,Ex,TA,BuiltIn,Normal,538244
22152,2014,1996,206.0,2763,1,0,4,8,511.0,0,2,3,RL,Pave,Gilbert,1Fam,SLvl,Ex,Gd,Attchd,Abnorml,331836
6248,1934,1998,779.0,3932,1,2,1,9,46.0,0,6,9,RL,Pave,NAmes,1Fam,1Story,Ex,TA,Attchd,Partial,402582
22733,1960,1996,1319.0,2871,1,1,0,6,771.0,0,1,1,RM,Pave,Somerst,1Fam,2Story,TA,Gd,Detchd,Normal,357838
10935,1992,1967,1141.0,3586,1,2,7,13,739.0,0,6,6,RL,Pave,NAmes,Duplx,1Story,TA,Gd,Attchd,Normal,439043
5209,1953,2015,531.0,4812,2,2,5,13,521.0,0,5,9,FV,Pave,OldTown,TwnhsE,2Story,TA,TA,Attchd,Normal,500727
31855,1962,2017,2213.0,2015,1,0,4,2,1307.0,0,6,5,RL,Pave,NridgHt,1Fam,2Story,Gd,Gd,Attchd,Normal,359720
14616,1978,1982,2690.0,3417,3,2,4,5,1400.0,0,5,2,RM,Pave,Somerst,1Fam,SFoyer,TA,TA,Detchd,Normal,511522
26970,1996,1985,89.0,2852,1,1,0,11,133.0,358,7,5,RM,Pave,SawyerW,1Fam,2Story,TA,Gd,BuiltIn,Normal,365963
43844,1906,1968,1117.0,1667,0,2,4,4,247.0,0,1,1,RL,Pave,NAmes,Twnhs,1Story,Ex,TA,Detchd,Normal,211643
44418,1975,1977,12.0,610,3,2,2,11,1341.0,0,3,9,RL,Pave,NAmes,1Fam,SLvl,Gd,Gd,BuiltIn,Normal,195177
40798,1948,1989,,4827,2,0,4,13,435.0,0,6,9,RL,Pave,Sawyer,1Fam,1Story,Ex,Gd,Attchd,Normal,567008
44456,1993,1964,804.0,4155,3,1,7,6,1199.0,0,1,6,RL,Pave,NWAmes,1Fam,1Story,Fa,Gd,Attchd,Normal,460396
16183,1984,1990,944.0,4293,3,0,7,11,685.0,0,7,9,RL,Pave,NridgHt,2FmCon,1Story,TA,TA,Attchd,Normal,556063
2004,1930,1988,2789.0,2255,3,2,2,11,585.0,0,4,3,RM,Pave,OldTown,1Fam,1.5Fin,Fa,TA,Attchd,Normal,327726
35482,1957,1951,1857.0,2077,0,0,1,7,350.0,0,3,4,RL,Pave,Gilbert,1Fam,1Story,Gd,TA,Attchd,Normal,300109
35799,1960,2012,1610.0,1796,0,0,1,3,142.0,0,10,6,RM,Pave,OldTown,1Fam,1Story,TA,Fa,Attchd,Normal,349739
29516,1923,1978,2923.0,4274,0,0,3,8,966.0,0,9,4,FV,Pave,SawyerW,Duplx,SLvl,TA,TA,Attchd,Normal,590948
25460,1919,2015,1959.0,2720,2,0,7,4,803.0,0,1,1,RL,Pave,Edwards,1Fam,1.5Fin,TA,Fa,Detchd,Normal,357916
35091,1936,2000,2707.0,1472,0,2,2,2,1421.0,477,8,7,RM,Pave,Edwards,1Fam,1Story,Gd,Gd,Attchd,Partial,350349
18812,1903,1959,1052.0,1530,0,2,5,11,717.0,0,1,5,RL,Pave,OldTown,1Fam,2Story,TA,Ex,BuiltIn,Normal,200471
39297,1991,1963,295.0,3093,3,1,1,4,642.0,0,5,8,FV,Pave,SawyerW,1Fam,SLvl,Fa,Gd,Detchd,Normal,431496
47696,2007,2000,925.0,4492,0,0,4,10,1392.0,0,10,9,RL,Pave,Gilbert,1Fam,1Story,Gd,Gd,Detchd,Normal,599215
3605,1919,2022,639.0,1413,1,0,0,11,500.0,0,8,5,RM,Pave,Somerst,1Fam,1.5Fin,Gd,TA,None,Normal,239520
37895,1959,1988,2387.0,2681,0,1,0,12,369.0,0,6,8,RH,Pave,NWAmes,1Fam,2Story,TA,TA,Attchd,Normal,388105
47240,1923,1977,627.0,3697,2,0,6,12,1405.0,0,7,1,RL,Pave,NWAmes,TwnhsE,2Story,Fa,TA,Detchd,AdjLand,464535
24200,1949,1952,2486.0,1962,2,1,7,7,1109.0,0,8,1,RM,Pave,OldTown,1Fam,1Story,TA,TA,BuiltIn,Normal,396757
36120,1948,2019,1167.0,2878,1,2,2,12,786.0,0,6,7,RL,Pave,NWAmes,1Fam,2Story,Gd,Fa,Attchd,Partial,411421
39178,1950,1976,941.0,3954,2,1,5,7,738.0,0,6,6,RL,Pave,OldTown,1Fam,1Story,TA,TA,Detchd,AdjLand,482758
22059,1995,1951,829.0,4053,2,0,3,5,1483.0,0,6,5,RM,Pave,Edwards,1Fam,2Story,Gd,Gd,Attchd,Normal,492670
29009,2004,1987,1770.0,1807,3,1,4,9,949.0,0,5,5,RL,Pave,NAmes,Duplx,1Story,TA,Gd,Attchd,Normal,362309
29360,1935,1952,2566.0,1689,1,2,2,6,1348.0,0,8,9,RM,Pave,Somerst,1Fam,1Story,TA,Gd,Attchd,Normal,342245
12503,2021,1965,975.0,1187,3,0,6,8,521.0,0,2,1,RL,Pave,NWAmes,1Fam,1Story,TA,Gd,None,Normal,202327
23232,2016,1989,954.0,1707,3,2,0,10,488.0,0,7,8,FV,Pave,CollgCr,1Fam,1.5Fin,Gd,TA,BuiltIn,Normal,326790
27326,1997,1951,1262.0,2394,0,2,2,6,396.0,0,4,2,RL,Pave,Edwards,1Fam,1Story,Fa,TA,BuiltIn,Normal,329489
31854,1999,1990,951.0,2311,1,1,4,12,895.0,0,1,7,RL,Pave,SawyerW,1Fam,1Story,TA,Gd,Detchd,Normal,307465
15343,1965,1961,943.0,3683,0,2,5,6,354.0,0,5,6,RL,Pave,CollgCr,1Fam,1Story,Fa,TA,Attchd,Normal,415014
45972,1978,1984,2202.0,4297,0,0,7,5,946.0,0,3,2,RL,Pave,Sawyer,TwnhsE,2Story,TA,TA,Attchd,Normal,535976
7690,1933,2014,1204.0,2144,3,2,5,7,287.0,0,4,3,RL,Pave,NWAmes,1Fam,1Story,TA,Ex,BuiltIn,Normal,296952
19140,1935,2004,2135.0,4468,2,2,1,3,1482.0,212,7,4,RL,Pave,OldTown,1Fam,2Story,TA,Gd,Attchd,Partial,590865
39913,1905,1994,1534.0,3216,1,1,4,4,997.0,0,5,7,RL,Pave,NWAmes,1Fam,1Story,Gd,TA,Attchd,Normal,426800
43856,1938,2011,1096.0,690,2,2,6,2,535.0,761,4,8,RL,Pave,Gilbert,Twnhs,1Story,Fa,TA,Attchd,Normal,176584
46097,1941,1998,2978.0,1835,3,1,1,3,1314.0,0,1,2,RL,Pave,Gilbert,1Fam,2Story,Ex,Gd,Attchd,Normal,329472
42321,2014,1974,178.0,3606,3,1,1,3,850.0,0,6,8,RL,Pave,NridgHt,1Fam,SLvl,TA,Gd,Detchd,Abnorml,501640
4830,2014,1972,2259.0,878,3,0,1,9,837.0,0,10,9,RL,Pave,Somerst,1Fam,1Story,Fa,Gd,Attchd,Partial,324874
20587,1957,1973,1828.0,4982,3,0,2,9,167.0,0,6,7,RH,Pave,Gilbert,Duplx,1Story,Gd,Ex,Detchd,Normal,562544
42930,2017,1987,1257.0,4329,3,0,6,3,949.0,0,7,1,RL,Pave,NAmes,1Fam,1Story,TA,TA,BuiltIn,Normal,573338
26004,1911,1977,464.0,1115,3,0,0,7,620.0,0,1,6,RL,Pave,OldTown,1Fam,2Story,TA,Ex,Attchd,Normal,164674
